,listing_id,id,date,comments,Year
462,22215734.0,626839016.0,2020-05-30,Loved the little bungalow and interior design. Luxurious towels were a nice touch. It was perfect for us (2 adults and 1 Large fur daughter). Instructions to the unit were spot on. Just needed to turn on our flashlight to look for the letter on the door because we checked in after midnight. So convenient from/to LAX. Nice cheery neighborhood. Felt safe! Would totally recommend this place to friends and family!,2020.0
463,22215734.0,627381905.0,2020-06-01,Love the sliding door and carpet. Perfect for sitting and taking in some sunlight.,2020.0
464,22215734.0,627493434.0,2020-06-02,"This is the 2nd time we've stayed at one of Isaac's properties.  The location is really great, super close to the airport.  Bed was very comfortable and the space was really clean.  This was a quick overnight for us as we had an early flight out.  We wouldn't hesitate to stay again.",2020.0
465,22215734.0,627596887.0,2020-06-03,This place was phenomenal looked exactly like the pictures giving my job I travel a lot and stay in a lot of Airbnb’s throughout the country this was by far one of the best. Very nice if you were to take a significant other. Highly recommend will be back.,2020.0
466,22215734.0,627860558.0,2020-06-05,"Great communication, the place was very accurate and clean. I enjoyed my stay.",2020.0
467,22215734.0,628559553.0,2020-06-08,"Isaac’s place was amazing. Close to the 405/105 freeways, very quiet friendly neighborhood. Communication was great and the room is clean & very relaxing! Highly recommended!!",2020.0
468,22215734.0,629779686.0,2020-06-14,"It was exactly as Iexpected, and perfect for my short stay. Very close to the airport which was very convenient. Very clean and comfortable as well.",2020.0
469,22215734.0,630644011.0,2020-06-19,Great place to stay near the airport.,2020.0
470,22215734.0,630847402.0,2020-06-20,"Awesome space, super clean, comfy bed, easy to find, great communication, look no more.",2020.0
471,22215734.0,631547338.0,2020-06-22,Awesome place great location and host,2020.0
472,22215734.0,631700196.0,2020-06-23,"Great place. If you want to know your family is safe, has their privacy, can bring their dog. Perfect. Clean, modern and felt comfortable there.",2020.0
473,22215734.0,632071446.0,2020-06-25,Beautiful and clean place. Perfect for singles or couples looking for a clean and safe neighborhood to spend time in while in LA. Highly recommend,2020.0
474,22215734.0,632340874.0,2020-06-26,Private and clean,2020.0
475,22215734.0,633158569.0,2020-06-28,Great getaway,2020.0
476,22215734.0,633410419.0,2020-06-29,One of the best stays and most common when I’m in the area. Communication is always great.,2020.0
477,22215734.0,633643725.0,2020-06-30,"My husband, my dog, and I stayed here for a last minute beach trip.  I was glad to find a dog friendly venue that was affordable and came with a fenced yard so I could feel comfortable letting my dog walked around (supervised of course). <br/>The room was small but good enough for us three to be comfortable. It was very clean and well organized. The bed was comfortable .<br/>We loved having the fridge to store some our drinks and food.  <br/>Things I loved about the location down the street is a great coffee shop ! (Boy and bear? I think it was called it was delicious) and easy to get to Venice Main Street.<br/>If you're looking for affordable and comfortable and easily accessible to multiple places in LA this is a great find especially if you have your fur baby with you.",2020.0
478,22215734.0,633876218.0,2020-07-01,Great location near the airport!,2020.0
479,22215734.0,634611530.0,2020-07-04,"Clean, quiet Airbnb near the airport. Host was responsive. Would recommend for anyone needing a place to stay for an LAX layover.",2020.0
480,22215734.0,635092606.0,2020-07-05,Isaacs place was conveniently located and incredibly clean. A great spot to rest while traveling.,2020.0
481,22215734.0,635554965.0,2020-07-06,"Great place , very clean",2020.0
482,22215734.0,636003092.0,2020-07-08,Isaac’s place is in a great location. Alan and I enjoyed our one night stay in their home. We watched Netflix and brought back some food and slept so comfortably. Stay here!!,2020.0
483,22215734.0,638195349.0,2020-07-14,I would definitely recommend this place. It’s small but perfect. Check in was very easy. Parking was great we never had trouble finding parking. Everything was very clean too!,2020.0
484,22215734.0,638496640.0,2020-07-15,Charming and quiet room off of a nice little patio - exactly as pictured and super clean.  Nice bathroom and big closet. Very comfy bed. Easy to find and nice residential neighborhood close to LAX. Easy and safe street parking. Thoughtfully appointed and exceptionally clean. A little oasis in LA at a reasonable price. Very easy self-check-in and check-out. I highly recommend Isaac's place!,2020.0
485,22215734.0,639134773.0,2020-07-17,Great place to stay. My go to place when need an overnight or two day stay in LA. You'll love it!,2020.0
486,22215734.0,639586967.0,2020-07-18,"I’m really glad we stayed here, it was very beautiful! We stayed here for one night. The check in and check out process was very easy and the place had everything we needed :)",2020.0
487,22215734.0,640629021.0,2020-07-20,"If your looking for a nice quiet and clean place to stay for a night, this is where you’re gonna find it. It’s a very private studio with a big comfy bed and a cute bathroom. Not to mention the small snacks and drinks in the closet and the Netflix on the TV :) <br/>Great value without breaking the bank!<br/>10/10 would recommend!",2020.0
488,22215734.0,641196377.0,2020-07-22,"what can i say!! the location is perfect, the privacy perfect, the suite itself..perfect. if im ever back in LA i will most definitely be staying again!!",2020.0
489,22215734.0,641492849.0,2020-07-23,Great Place!!!!!,2020.0
490,22215734.0,643017270.0,2020-07-26,Had a great,2020.0
491,22215734.0,643392622.0,2020-07-27,So good,2020.0
492,22215734.0,643724254.0,2020-07-28,Very comfortable stay,2020.0
493,22215734.0,644029021.0,2020-07-29,Really clean and close to the airport really quite place as well,2020.0
494,22215734.0,644373698.0,2020-07-30,Isaac’s suite is amazing.  Very quiet and relaxing.  Worked great for my flight the next day at LAX.,2020.0
495,22215734.0,646439328.0,2020-08-03,Very modern room with excellent airport access! Will stay again.,2020.0
496,22215734.0,647838456.0,2020-08-07,"Safe, clean, well taken care of.  Thanks so much and will be back!",2020.0
497,22215734.0,649077046.0,2020-08-09,The place is great! It was very clean and the decor is great! We really enjoyed our stay here!!,2020.0
498,22215734.0,649600829.0,2020-08-10,"Very comfortable, clean and private location. Would definitely recommend staying here...",2020.0
499,22215734.0,650269294.0,2020-08-12,Exactly what we needed! Thanks for the flexibility and speed of communication!,2020.0
500,22215734.0,651667114.0,2020-08-15,Excellent place and location . I definitely plan on staying here again .,2020.0
501,22215734.0,653961111.0,2020-08-20,"Easy check-in, very quiet and nice neighborhood!! From the minute I walked into this place, I felt comfortable and at home. Complimentary coffee, tea, and other beverages was great. I loved that I had my own private entrance and a nice little backyard to enjoy. Isaac is a great host, great communication. This cute place is so clean and feels so cozy, the bed is so comfortable usually I wake up throughout the night but I did not once here. I will definitely be staying here again my next LA trip. Thank you so much!!!!",2020.0
502,22215734.0,654402567.0,2020-08-21,"The bed, the plush, towels, the shower...are AWESOME. It’s location (5 minutes from the airport) can’t be beat. My only complaint would be that the adjoining tenants are very loud during the night...makes it hard if you’re a light sleeper. If you’re okay with some noise then this place rocks!",2020.0
503,22215734.0,656445183.0,2020-08-25,This guest sweet was exactly what we wanted and was suuuuuuuper clean!!!,2020.0
504,22215734.0,663348338.0,2020-09-12,"This place was clean, great location and a great place to lay your head! Issac was kind enough to let us bring our dogs (they are pretty big) and let them get their zoomies out in the front yard :] we needed to extend our stay and again he was more than happy to help us out.",2020.0
505,22215734.0,664096948.0,2020-09-13,This place was nice and clean! Cozy private guest room. I would definitely stay again.,2020.0
506,22215734.0,664698496.0,2020-09-15,everything was perfect!,2020.0
507,22215734.0,665175359.0,2020-09-17,Beautiful place!,2020.0
508,22215734.0,666542175.0,2020-09-20,Great host. Great location. 10/10,2020.0
509,22215734.0,666887934.0,2020-09-21,"Amazing stay, huge bathroom, very modern bedroom with lots of space. I wish I had the chance to stay here longer! Highly recommend to everyone plus it's closely located to the airport.",2020.0
510,22215734.0,667344934.0,2020-09-23,"This was our second time booking this space because its great!!  Easy access to the airport, safe neighborhood, great amenities, large space for suitcases.",2020.0
511,22215734.0,667577074.0,2020-09-24,"Great value in a convenient location, especially if you’re flying. Isaac was quick to reply and the unit was immaculately clean.",2020.0
512,22215734.0,668175017.0,2020-09-26,"Always a great stay at Isaac's! The place is clean, comfy, and lovely. It's become my go-to for when I have work in LA.",2020.0
513,22215734.0,669188297.0,2020-09-28,i loved it will be returning soon,2020.0
514,22215734.0,669397904.0,2020-09-29,"First & foremost, I want to start by saying that this place is beautiful and the positive reviews is what initially lured me into booking, but there were a few issues that occurred. <br/>To start, I was laying down watching tv around 11 pm and hear someone approach the door. As they approached the door, they moved the knob (as if they were trying to come in) and walked away as soon as they heard me get up. Once I get up to try and see who it was, they were gone but out of curiosity, I check to see if the sliding door (leading to the porch) was locked— it wasn’t! I instantly lock it and of course my mind starts wondering if anyone was inside the place while I was gone throughout the day, or if anyone was going to come in while I was sleeping (if I didn’t check the sliding door and it was left unlocked). However, I didn’t let this incident alter my decision to stay the night and didn’t alert the host. <br/>Next morning comes around and around 11am, the cleaning lady comes to knock on the door to see if I’ve checked out yet. However, she didn’t need to come just yet cause not only is checkout at noon; there is a button you push next to the front door to alert the cleaning lady to come once you leave. <br/>Approximately 30 minutes pass by (still isn’t check out time), and the same lady keys the code into the door and walks into the place WHILE I AM NAKED, preparing to take a quick shower prior to leaving. She did not knock at all and again, CHECK OUT WAS AT NOON! I instantly start yelling cause this is the THIRD TIME in less than 24 hours that someone has come to the door for NO REASON. I immediately alert the host of the situation and he instantly replies, urging to call him on the phone. I call him on the phone once I’m out the shower and after speaking about the situation, there was no resolution. He didn’t offer any form of refund or anything for the consistent inconvenience; only tried to reassure me that if I ever chose to stay there again, these incidences wouldn’t happen. <br/>On that note, though this is a nice place... to the point I wanted to stay an additional night; after the consistent issues, I will not be staying at this location due to the lack of safety, hospitality, and communication.",2020.0
515,22215734.0,670264719.0,2020-10-02,Loved it !,2020.0
516,22215734.0,671634478.0,2020-10-05,"2nd time staying here and it was just as cool as last time, easy check in my only complaint is that parking was a bit difficult to find but should be expected when there is a pandemic and everyone is home.",2020.0
517,22215734.0,671917008.0,2020-10-06,"Great stay I only wish I booked this place originally.  Great location, near airport beach car rentals dispensaries, what else can u ask for.<br/>Would be nice if they added a hot tub (just a thought). But great value.<br/>Fast responses was the best when short on time",2020.0
518,22215734.0,672721690.0,2020-10-09,"Loved staying here! Great price, very clean, communicative host. Thank you so much for the drinks in the fridge, they were much needed! Would definitely stay again!",2020.0
519,22215734.0,673351540.0,2020-10-11,"Nice location and clean ，close to the airport McDonald’s, seven eleven.",2020.0
520,22215734.0,700458195.0,2020-10-14,I loved the space. Thanks for<br/>Letting me stay,2020.0
521,22215734.0,702219282.0,2020-10-19,Assume host beautiful private guest home,2020.0
522,22215734.0,702367211.0,2020-10-20,"Very friendly owner, would definitely stay again!",2020.0
523,22215734.0,702600053.0,2020-10-21,"The guest suite was as described!!! No surprises/disappointments upon arrival!!  The guest suite is situated on a dead-end street but no shortage of street parking!!  Proximity to LAX is literally 5mins away but never heard any fly over traffic noise during my stay while the windows were closed, of course.  I'd definitely stay here again on my next early flight out of LAX.",2020.0
524,22215734.0,703065351.0,2020-10-23,"Second time staying here!! I absolutely love it. Always pristinely clean, lovely refreshments, easy check-in. Host is flexible and very friendly :) will stay here any chance I get.",2020.0
525,22215734.0,704319299.0,2020-10-26,Great!,2020.0
526,22215734.0,704915978.0,2020-10-29,"Awesome stay super close to the airport. Perfect for one or two people. Stocked with water, drinks, tea and coffee and everything else I needed!",2020.0
527,22215734.0,706029134.0,2020-11-01,Great place to stay near LAX.  Very clean and well decorated.  Everything is modern and up to date.  Easy also to access- separate outdoor entrance on the ground floor.,2020.0
528,22215734.0,706288541.0,2020-11-02,"5 min away from the airport, 20 min from the center. Good place for 1-2 people, clean, convenient",2020.0
529,22215734.0,706619553.0,2020-11-04,Very clean and good value.,2020.0
530,22215734.0,706967770.0,2020-11-06,"I stayed here two nights and it was pretty close to perfect because it was so close to lax. The space was super cozy and it’s in a quiet neighborhood. The host was helpful. I wish it had a kitchen, but no kitchen is advertised anyway, so it’s ok. Isaac was very nice to provide drinks in the fridge and a coffee maker. Would recommend.",2020.0
531,22215734.0,707689577.0,2020-11-08,"Isaac's place was absolutely perfect. My partner and I recently moved to San Diego from LA and were coming back to visit friends and family. Check in and check out were super easy. The space felt very secure, clean, and was close to our friends' homes. Parking was also very easy, which is a huge plus in LA.",2020.0
532,22215734.0,707923762.0,2020-11-09,This place is definitely one I would stay at again! The suite was amazingly clean (very important during these COVID-times!) and the location couldn't have been better. We stayed there between two flights at LAX and it was only 10 minutes away. The amenities provided were wonderful (I really appreciate having a fridge and coffee available) and the bed couldn't have been more comfortable or warm. Thanks again!,2020.0
533,22215734.0,708060125.0,2020-11-10,Issac's place was amazing! Wonderful value for the price and perfect for staying the night as we did towards the end of our road trip. Definitely glad we stayed here over a hotel :) the space was clean and cozy and comfortable. Check-in went smooth and easy and the neighborhood was a nice quiet respite away from the bustle of LAX and LA. Would highly recommend staying here and would definitely stay here again!,2020.0
534,22215734.0,708218082.0,2020-11-11,Great place to stay and very peaceful  love the location  and OMG the bed was so comfortable,2020.0
535,22215734.0,708524013.0,2020-11-13,We had a great stay at Issacs. Super clean and so close to LAX. Would definitely recommend!,2020.0
536,22215734.0,709461388.0,2020-11-16,Definitely booking again !,2020.0
537,22215734.0,710115020.0,2020-11-20,"The place needs to be aired out. I did not like the smell and had to keep the screen window open for hours. The bed is breaking and I almost fell sitting on the bottom edge of it. The neighbors upstairs got super loud and obnoxious at 630a disturbing my sleep. The checkout is 12p, but it feels rushed with the noise that seems intentional. Everything else was very modern and clean. He provided water, tea, and coffee complimentary. The water helped the headache from the early wake up.",2020.0
538,22215734.0,710342482.0,2020-11-21,"This is a very nice, clean unit. Checkin was easy and it had all the amenities we needed. Location is great and Isaac was very helpful.",2020.0
539,22215734.0,710799165.0,2020-11-22,Great location nice neighborhood Isaac is a great host felt like my home away from home.,2020.0
540,22215734.0,711020270.0,2020-11-23,"Short but pleasant stay at Isaacs. Check in was easy, was able to find street parking close by on a Monday night in a neighborhood that felt safe. As previous reviews mentioned, it is easy to hear the upstairs neighbors and the noise did wake us up in the morning but it didn’t bother us so much! Perfect for 1-2 people.",2020.0
541,22215734.0,711146172.0,2020-11-24,Easily accessible with the access code! Very clean and cozy environment. Will definitely come back!,2020.0
542,22215734.0,711353450.0,2020-11-25,"Very beautiful home, so relaxing and very clean. Stayed for just one day since I had a flight to catch but even for one day it was a great stay. What can I say? Better than the pictures and very easy check in as well as a button for you to click once checking out to let them know once we’re out ofc so they can come professionally clean the room! A++",2020.0
543,22215734.0,712764286.0,2020-11-30,"For a quick two days, this place is nice to stay and a quick 12 minute drive from LAX. I spent most of my time inside the room doing work and it was a nice clean quite space to complete it.",2020.0
544,22215734.0,713873552.0,2020-12-06,Great little spot. Comparable to a hotel suite.  Exactly what I needed,2020.0
545,22215734.0,714429769.0,2020-12-09,This lil cottage get away  was beautiful,2020.0
546,22215734.0,715327928.0,2020-12-13,Everything was great! Perfect location near the airport in a quiet and safe neighborhood. The place was very clean and the water and coffee were perfect!,2020.0
547,22215734.0,715616471.0,2020-12-14,Amazing place. Very relaxing and close to the airport. The bathroom and huge TV were amongst my favorite. But the coffee corner makes it the best about this suit. I will definitely try and book it again,2020.0
548,22215734.0,716554109.0,2020-12-19,"Isaac’s place was perfect for a quiet stay, it’s very nice and clean, like a nice hotel room but with a private entrance and he even had some refreshments for us. It has a desk to work from. Just 10/10. And Isaac was gracious and very quick in communication. Totally recommend.",2020.0
549,22215734.0,716775660.0,2020-12-20,very nice！,2020.0
550,22215734.0,717253218.0,2020-12-21,Nice,2020.0
551,22215734.0,717455225.0,2020-12-22,"Absolutely phenomenal! Has everything you need and then some. The bathroom is great, the bed is comfortable, and the TV is huge. Great location, close to the airport. Check-in is super easy and the neighborhood is great! Isaac communicated very well and made my stay effortless.",2020.0
552,22215734.0,717710336.0,2020-12-23,Great mod spot for all the basics and the easiest place to sleep before a flight.,2020.0
553,22215734.0,718095557.0,2020-12-25,"Place was amazing, convenient and clean!",2020.0
554,22215734.0,718455130.0,2020-12-26,"Great place stay fir the price. Super cozy, clean and private. Would definitely book again",2020.0
555,22215734.0,722209225.0,2021-01-05,"Everything you read in the positive comments is absolutely true! The space is clean, quiet, and very comfortable. The bed is amazing. The towels are plush and the water is always hot for those long showers. Issac’s location is conveniently next to anything you may want. Parking is always available no matter the time. I would absolutely stay again!",2021.0
556,22215734.0,722616101.0,2021-01-07,This stay is fantastic!! Super close to the airport and super awesome of a host!!! Would stay here again!!,2021.0
557,22215734.0,723078183.0,2021-01-09,I liked it had a good time,2021.0
558,22215734.0,724048191.0,2021-01-13,Loved our stay and would stay here again!,2021.0
559,22215734.0,726048791.0,2021-01-22,"It is my best experience in Airbnb! Very clean room and very private! There is a big TV and I enjoy it so much! The location is perfect, it is close to the airport and good restaurants around there. The host is very nice! If I have chance I will go there again!",2021.0
560,22215734.0,726661348.0,2021-01-24,"Very clean,nice place to stay. It was perfect for our 24 hour trip since we just needed a place to sleep. The bed was the comfiest we have had in a air bnb,towels were nice and plush and linen also smelled very clean. The only downside if you have kids or really need a restful nights sleep you might not be able to sleep because we could hear everytime someone upstairs walked around and heard them talking loudly until about 1:30 am. If you can put the noise aside it is a perfect place to lay your head at night.",2021.0
561,22215734.0,728497206.0,2021-02-01,The place was clean as a whistle. The refrigerator was stocked with clean drinking water. All necessary check in directions were sent promptly and clear. <br/>Issac is a super host,2021.0
562,22215734.0,728634705.0,2021-02-02,Needed a one night stay after a cancelled flight and this place was perfect! It is 8 minutes to LAX. It was sparkling clean and Issac was extremely hospitable even allowing for an early check in.,2021.0
563,22215734.0,728748341.0,2021-02-03,"Very clean and updated place in a nice, quiet neighborhood. Close to LAX and the beaches. I would definitely stay again.  Issac was very accommodating and quick to respond.",2021.0
564,22215734.0,729305180.0,2021-02-06,"Awesome last minute stay! Isaac responded promptly to every question I had. The place is nice, clean, fridge has refreshments and theres a coffee maker with sugar and creamer. Will definitely come back.",2021.0
565,22215734.0,729927566.0,2021-02-08,Great place to stay- perfect location next to LAX and thoughtful touches to make it a comfortable stay! Will stay again!,2021.0
566,22215734.0,730092375.0,2021-02-09,Great place and so close to the airport!,2021.0
567,22215734.0,731810441.0,2021-02-15,"This was exactly what we were looking for and more. The suite was clean, cozy and charming. The colors and feel are neutral like a hotel, but the location is quiet and comfortable like a tucked away studio apartment. Parking was easy the night we arrived (on Sunday) and having a ‘staycation’ night in the city here was lovely. The temp had dropped after we took a walk around the neighborhood and being able to turn in the heat when came back was great. In less than 3 minutes, we were all warmed up from the wall mounted appliance. We were also looking for a place that was dog friendly for the sweetest 40ish lb tree walker coonhound we have. She was comfortable too. Curled right up for a night’s sleep below the bed on her doggy blankets. The bathroom was clean, the mattress and bed slept well, the tv is huge and if you’re into catching half a cooking show like we did, you won’t need any other lights on as it lights the entire room. The neighbors were friendly. Walking our dog, we shared courtesy “hello’s” with everyone we passed that night and the next morning. Checkout service was smooth as well. We even had time to dance and sit outside in the mini courtyard before taking off. We had a wonderful experience and would book it again in a heartbeat.",2021.0
568,22215734.0,732460463.0,2021-02-18,Great place,2021.0
569,22215734.0,733505732.0,2021-02-21,"Had a great stay here. Great location if you're staying a few nights to transit between flights. Quiet, separate studio that ensures privacy. Sparkling clean. Linens super comfy. Isaac was very responsive and helpful. Would highly recommend it!",2021.0
570,22215734.0,734334951.0,2021-02-25,Great stay. Great location. Easy Check in. Carpet could use a good cleaning.  Super close to the airport.,2021.0
571,22215734.0,734857127.0,2021-02-27,Really sweet spot to rest for the night.,2021.0
572,22215734.0,736151603.0,2021-03-03,Great lil’ studio AirBnB by LAX. Awesome value.,2021.0
573,22215734.0,737991462.0,2021-03-10,"Great one-night stay on an overnight layover! Super fast drive from LAX, easy to find the place and self check-in. Comfy, great shower. Awesome option for COVID times to get a hotel-quality stay without needing to interact with anyone.",2021.0
574,22215734.0,738639099.0,2021-03-13,"Great spot to get on the freeway, and get around LA. Also a very clean space, and had some beverages in the fridge. Would stay again!",2021.0
575,22215734.0,739543521.0,2021-03-15,"I had some last minute traveling changes that caused me to get an Airbnb. I’m so grateful I found Isaac’s guest suite. He had quick response times, very easy check in/out process, clear instructions, and a comfortable clean space. I truly enjoyed staying here and if I’m in the area would book again.",2021.0
576,22215734.0,739726763.0,2021-03-16,"Close to airport, clean & convenient! <br/>Quick response",2021.0
577,22215734.0,740142098.0,2021-03-18,The stay was absolutely comfortable and convenient especially when you have an early morning flight and you want to stay close to LAX. The place was stylish and clean. I highly recommend this place!,2021.0
578,22215734.0,741797193.0,2021-03-23,"What a nice place! I needed an AirBnB that was close to the airport, but still in a walkable area for my dog's morning activities. The natural light that came into the apartment was refreshing for my work day as well. Isaac is a great host that was very responsive during my stay. This is an ideal place for a short booking, especially if you need the airport nearby.",2021.0
579,22215734.0,742203908.0,2021-03-25,"Clean, efficient, perfect stop over spot! Chill neighborhood. Easy access to fwy",2021.0
580,22215734.0,743632580.0,2021-03-29,"Isaacs place was great. Really comfy bed, easy to get in and out of. He was very responsive. I’d stay again.",2021.0
581,22215734.0,744153312.0,2021-03-31,very nice host,2021.0
582,22215734.0,744727716.0,2021-04-02,"Booked this listing last minute, and it was a great decision. This was an amazing valued stay, with a very big bathroom and a comfortable bed. There was a coffee maker, fridge, and microwave as well. Everything was clean, organized, and stylish. Can’t complain about a single thing! Great stay.",2021.0
583,22215734.0,745081985.0,2021-04-03,Very clean and private room. Nice TV along with a spotless bathroom. Perfect location. Host was phenomenal with everything. 10/10.,2021.0
584,22215734.0,745578639.0,2021-04-04,Great clean and convenient place!,2021.0
585,22215734.0,747493124.0,2021-04-10,We were very pleased with the accommodations and amenities at Isaac's place. Close to LAX and the neighborhood was very quiet at the end of a cul-de-sac. We will definitely stay here again!,2021.0
586,22215734.0,748373232.0,2021-04-12,Great stay!!,2021.0
